Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14006_001,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003,SE_A10030_001,SE_A10030_002,SE_A10030_003,SE_A10030_004,SE_A10030_005,SE_A10030_006,SE_A10030_007,PCT_SE_A10030_002,PCT_SE_A10030_003,PCT_SE_A10030_004,PCT_SE_A10030_005,PCT_SE_A10030_006,PCT_SE_A10030_007,SE_A10054B_001,SE_A10054B_002,SE_A10054B_003,SE_A10054B_004,SE_A10054B_005,SE_A10054B_006,SE_A10054B_007,PCT_SE_A10054B_002,PCT_SE_A10054B_003,PCT_SE_A10054B_004,PCT_SE_A10054B_005,PCT_SE_A10054B_006,PCT_SE_A10054B_007,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,PCT_SE_A13003B_002,PCT_SE_A13003B_003,SE_A14010_001
"06075061503","Census Tract 615.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"061503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061503","Census Tract 615.03",,,,3612,3612,1322,9,30,1813,0,267,171,36.6,0.25,0.83,50.19,0,7.39,4.73,187067,1556,376,159,24.16,10.22,56,0,56,0,100,1998,1012,785,0,105,55,41,50.65,39.29,0,5.26,2.75,2.05,1556,763,592,0,105,55,41,49.04,38.05,0,6.75,3.53,2.63,3304,353,2951,10.68,89.32,231310
"06075061504","Census Tract 615.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"061504",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061504","Census Tract 615.04",,,,2133,2133,477,15,0,1501,75,31,34,22.36,0.7,0,70.37,3.52,1.45,1.59,249539,807,229,23,28.38,2.85,163,0,163,0,100,1179,387,698,94,0,0,0,32.82,59.2,7.97,0,0,0,807,361,419,27,0,0,0,44.73,51.92,3.35,0,0,0,1678,21,1657,1.25,98.75,250001
"06075061505","Census Tract 615.05, San Francisco County, California","ca","140","00",,,,"06","075",,,"061505",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061505","Census Tract 615.05",,,,1162,1162,357,63,0,698,0,14,30,30.72,5.42,0,60.07,0,1.2,2.58,250001,171,24,0,14.04,0,101,0,101,0,100,529,45,365,77,15,27,0,8.51,69,14.56,2.84,5.1,0,171,26,111,19,15,0,0,15.2,64.91,11.11,8.77,0,0,926,8,918,0.86,99.14,250001
"06075061506","Census Tract 615.06, San Francisco County, California","ca","140","00",,,,"06","075",,,"061506",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061506","Census Tract 615.06",,,,4918,4918,2035,177,0,2444,0,0,262,41.38,3.6,0,49.69,0,0,5.33,250001,1708,196,205,11.48,12,240,0,240,0,100,2762,552,1894,300,0,0,16,19.99,68.57,10.86,0,0,0.58,1708,471,988,233,0,0,16,27.58,57.85,13.64,0,0,0.94,4353,154,4199,3.54,96.46,250001
"06075061507","Census Tract 615.07, San Francisco County, California","ca","140","00",,,,"06","075",,,"061507",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061507","Census Tract 615.07",,,,1550,1550,538,11,0,821,0,33,147,34.71,0.71,0,52.97,0,2.13,9.48,167785,564,162,111,28.72,19.68,219,11,208,5.02,94.98,771,438,313,10,10,0,0,56.81,40.6,1.3,1.3,0,0,564,370,184,10,0,0,0,65.6,32.62,1.77,0,0,0,1206,49,1157,4.06,95.94,190909
"06075061508","Census Tract 615.08, San Francisco County, California","ca","140","00",,,,"06","075",,,"061508",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061508","Census Tract 615.08",,,,2018,2018,861,62,10,787,17,74,207,42.67,3.07,0.5,39,0.84,3.67,10.26,177806,699,119,136,17.02,19.46,28,0,28,0,100,1117,532,486,96,3,0,0,47.63,43.51,8.59,0.27,0,0,699,471,187,41,0,0,0,67.38,26.75,5.87,0,0,0,1768,294,1474,16.63,83.37,212656
"06075980200","Census Tract 9802, San Francisco County, California","ca","140","00",,,,"06","075",,,"980200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980200","Census Tract 9802",,,,179,179,32,45,0,58,0,40,4,17.88,25.14,0,32.4,0,22.35,2.23,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,,,,,0,0,0,,,
"06075980300","Census Tract 9803, San Francisco County, California","ca","140","00",,,,"06","075",,,"980300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980300","Census Tract 9803",,,,49,49,37,0,0,0,0,0,12,75.51,0,0,0,0,0,24.49,104333,40,3,0,7.5,0,0,0,0,,,40,24,12,4,0,0,0,60,30,10,0,0,0,40,24,12,4,0,0,0,60,30,10,0,0,0,49,0,49,0,100,
"06075980401","Census Tract 9804.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"980401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980401","Census Tract 9804.01",,,,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,,,,,0,0,0,,,
"06075980501","Census Tract 9805.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"980501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980501","Census Tract 9805.01",,,,155,155,0,0,0,155,0,0,0,0,0,0,100,0,0,0,13569,123,85,17,69.11,13.82,0,0,0,,,123,115,4,0,4,0,0,93.5,3.25,0,3.25,0,0,123,115,4,0,4,0,0,93.5,3.25,0,3.25,0,0,9,0,9,0,100,23500
"06075980600","Census Tract 9806, San Francisco County, California","ca","140","00",,,,"06","075",,,"980600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980600","Census Tract 9806",,,,1290,1290,254,288,48,463,0,78,159,19.69,22.33,3.72,35.89,0,6.05,12.33,142321,222,42,66,18.92,29.73,307,16,291,5.21,94.79,573,35,325,181,26,6,0,6.11,56.72,31.59,4.54,1.05,0,222,23,125,74,0,0,0,10.36,56.31,33.33,0,0,0,905,82,823,9.06,90.94,136167
"06075980900","Census Tract 9809, San Francisco County, California","ca","140","00",,,,"06","075",,,"980900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075980900","Census Tract 9809",,,,322,322,35,27,0,214,0,17,29,10.87,8.39,0,66.46,0,5.28,9.01,53800,156,65,63,41.67,40.38,42,11,31,26.19,73.81,180,3,149,28,0,0,0,1.67,82.78,15.56,0,0,0,156,3,143,10,0,0,0,1.92,91.67,6.41,0,0,0,260,86,174,33.08,66.92,
"06075990100","Census Tract 9901, San Francisco County, California","ca","140","00",,,,"06","075",,,"990100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075990100","Census Tract 9901",,,,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,,,,,0,0,0,,,
"06075990200","Census Tract 9902, San Francisco County, California","ca","140","00",,,,"06","075",,,"990200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075990200","Census Tract 9902",,,,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,,,,,0,0,0,,,
